Title:,Trace 1
Model:,N9320B
Serial Number:,CN03230304
Center Frequency:,1420400000.000000,Hz
Span:,2000000.000000,Hz
Resolution Bandwidth:,30000.000000,Hz
Video Bandwidth:,30000.000000,Hz
Reference Level:,-100.000000,dBm
Sweep Time:,1.000000,s
Num Points:,461
Units,Hz,dBm
No.,Frequecncy(Hz),Amplitude(dBm)
1,1419400000.000000,-1.045642548e+02
2,1419404347.826087,-1.046083221e+02
3,1419408695.652174,-1.046557922e+02
4,1419413043.478261,-1.046481323e+02
5,1419417391.304348,-1.047939148e+02
6,1419421739.130435,-1.046697464e+02
7,1419426086.956522,-1.046541290e+02
8,1419430434.782609,-1.046419220e+02
9,1419434782.608696,-1.046195679e+02
10,1419439130.434783,-1.046456146e+02
11,1419443478.260870,-1.046771851e+02
12,1419447826.086957,-1.047239838e+02
13,1419452173.913043,-1.046592178e+02
14,1419456521.739130,-1.045755768e+02
15,1419460869.565217,-1.046470795e+02
16,1419465217.391304,-1.046835480e+02
17,1419469565.217391,-1.045940552e+02
18,1419473913.043478,-1.046579590e+02
19,1419478260.869565,-1.045747757e+02
20,1419482608.695652,-1.046665649e+02
21,1419486956.521739,-1.046253128e+02
22,1419491304.347826,-1.047352295e+02
23,1419495652.173913,-1.046062546e+02
24,1419500000.000000,-1.046118546e+02
25,1419504347.826087,-1.046756516e+02
26,1419508695.652174,-1.045675430e+02
27,1419513043.478261,-1.045856323e+02
28,1419517391.304348,-1.047233658e+02
29,1419521739.130435,-1.046870880e+02
30,1419526086.956522,-1.046480865e+02
31,1419530434.782609,-1.046957092e+02
32,1419534782.608696,-1.047250977e+02
33,1419539130.434783,-1.046576004e+02
34,1419543478.260870,-1.046169357e+02
35,1419547826.086957,-1.046120758e+02
36,1419552173.913043,-1.046388092e+02
37,1419556521.739130,-1.046537399e+02
38,1419560869.565217,-1.047012482e+02
39,1419565217.391304,-1.047439804e+02
40,1419569565.217391,-1.046925812e+02
41,1419573913.043478,-1.046591415e+02
42,1419578260.869565,-1.046400833e+02
43,1419582608.695652,-1.045932693e+02
44,1419586956.521739,-1.046747360e+02
45,1419591304.347826,-1.046535873e+02
46,1419595652.173913,-1.046010056e+02
47,1419600000.000000,-1.046589279e+02
48,1419604347.826087,-1.047249832e+02
49,1419608695.652174,-1.046734848e+02
50,1419613043.478261,-1.046993484e+02
51,1419617391.304348,-1.046647110e+02
52,1419621739.130435,-1.046741257e+02
53,1419626086.956522,-1.046241989e+02
54,1419630434.782609,-1.046835480e+02
55,1419634782.608696,-1.047674408e+02
56,1419639130.434783,-1.047121811e+02
57,1419643478.260870,-1.047029037e+02
58,1419647826.086957,-1.047604065e+02
59,1419652173.913043,-1.046711655e+02
60,1419656521.739130,-1.046685257e+02
61,1419660869.565217,-1.047268906e+02
62,1419665217.391304,-1.046434326e+02
63,1419669565.217391,-1.046005936e+02
64,1419673913.043478,-1.046881104e+02
65,1419678260.869565,-1.047406311e+02
66,1419682608.695652,-1.046187515e+02
67,1419686956.521739,-1.046903000e+02
68,1419691304.347826,-1.046248322e+02
69,1419695652.173913,-1.046658859e+02
70,1419700000.000000,-1.046634521e+02
71,1419704347.826087,-1.047044601e+02
72,1419708695.652174,-1.046868057e+02
73,1419713043.478261,-1.047090378e+02
74,1419717391.304348,-1.047335358e+02
75,1419721739.130435,-1.047817612e+02
76,1419726086.956522,-1.046822433e+02
77,1419730434.782609,-1.047966309e+02
78,1419734782.608696,-1.048258820e+02
79,1419739130.434783,-1.047665176e+02
80,1419743478.260870,-1.047462387e+02
81,1419747826.086957,-1.047321930e+02
82,1419752173.913043,-1.047364578e+02
83,1419756521.739130,-1.047559204e+02
84,1419760869.565217,-1.047268219e+02
85,1419765217.391304,-1.047520370e+02
86,1419769565.217391,-1.047023087e+02
87,1419773913.043478,-1.047265625e+02
88,1419778260.869565,-1.047004929e+02
89,1419782608.695652,-1.045846176e+02
90,1419786956.521739,-1.046523056e+02
91,1419791304.347826,-1.046708755e+02
92,1419795652.173913,-1.046483383e+02
93,1419800000.000000,-1.046731033e+02
94,1419804347.826087,-1.047648315e+02
95,1419808695.652174,-1.047126770e+02
96,1419813043.478261,-1.046021881e+02
97,1419817391.304348,-1.046093750e+02
98,1419821739.130435,-1.046591492e+02
99,1419826086.956522,-1.046514053e+02
100,1419830434.782609,-1.046065826e+02
101,1419834782.608696,-1.047653961e+02
102,1419839130.434783,-1.047114563e+02
103,1419843478.260870,-1.046322174e+02
104,1419847826.086957,-1.046586380e+02
105,1419852173.913043,-1.046578598e+02
106,1419856521.739130,-1.047052155e+02
107,1419860869.565217,-1.046525269e+02
108,1419865217.391304,-1.046472015e+02
109,1419869565.217391,-1.046215744e+02
110,1419873913.043478,-1.046312103e+02
111,1419878260.869565,-1.045874634e+02
112,1419882608.695652,-1.045855331e+02
113,1419886956.521739,-1.046080399e+02
114,1419891304.347826,-1.045005951e+02
115,1419895652.173913,-1.046233444e+02
116,1419900000.000000,-1.046341629e+02
117,1419904347.826087,-1.046278687e+02
118,1419908695.652174,-1.046147461e+02
119,1419913043.478261,-1.046214294e+02
120,1419917391.304348,-1.046249084e+02
121,1419921739.130435,-1.046327057e+02
122,1419926086.956522,-1.046105499e+02
123,1419930434.782609,-1.045553436e+02
124,1419934782.608696,-1.046439285e+02
125,1419939130.434783,-1.046235733e+02
126,1419943478.260870,-1.047705536e+02
127,1419947826.086957,-1.047552185e+02
128,1419952173.913043,-1.046733551e+02
129,1419956521.739130,-1.046522903e+02
130,1419960869.565217,-1.046160965e+02
131,1419965217.391304,-1.045876923e+02
132,1419969565.217391,-1.045474014e+02
133,1419973913.043478,-1.046435089e+02
134,1419978260.869565,-1.046940765e+02
135,1419982608.695652,-1.046192245e+02
136,1419986956.521739,-1.045303116e+02
137,1419991304.347826,-1.045937805e+02
138,1419995652.173913,-1.045844727e+02
139,1420000000.000000,-1.046080856e+02
140,1420004347.826087,-1.045646667e+02
141,1420008695.652174,-1.045183411e+02
142,1420013043.478261,-1.045781784e+02
143,1420017391.304348,-1.045559845e+02
144,1420021739.130435,-1.045164337e+02
145,1420026086.956522,-1.044283600e+02
146,1420030434.782609,-1.045758972e+02
147,1420034782.608696,-1.044547958e+02
148,1420039130.434783,-1.043142242e+02
149,1420043478.260870,-1.042797775e+02
150,1420047826.086957,-1.042037659e+02
151,1420052173.913043,-1.042760010e+02
152,1420056521.739130,-1.042015076e+02
153,1420060869.565217,-1.040709076e+02
154,1420065217.391304,-1.041453323e+02
155,1420069565.217391,-1.041337585e+02
156,1420073913.043478,-1.040006332e+02
157,1420078260.869565,-1.039938583e+02
158,1420082608.695652,-1.039385376e+02
159,1420086956.521739,-1.037966385e+02
160,1420091304.347826,-1.037340851e+02
161,1420095652.173913,-1.036420822e+02
162,1420100000.000000,-1.036161041e+02
163,1420104347.826087,-1.035986481e+02
164,1420108695.652174,-1.035573044e+02
165,1420113043.478261,-1.034670792e+02
166,1420117391.304348,-1.034191818e+02
167,1420121739.130435,-1.033941345e+02
168,1420126086.956522,-1.033578644e+02
169,1420130434.782609,-1.033935394e+02
170,1420134782.608696,-1.033345871e+02
171,1420139130.434783,-1.033875046e+02
172,1420143478.260870,-1.033476105e+02
173,1420147826.086957,-1.032399139e+02
174,1420152173.913043,-1.033162155e+02
175,1420156521.739130,-1.031971893e+02
176,1420160869.565217,-1.032380981e+02
177,1420165217.391304,-1.032319489e+02
178,1420169565.217391,-1.032937088e+02
179,1420173913.043478,-1.032513733e+02
180,1420178260.869565,-1.032730179e+02
181,1420182608.695652,-1.033329239e+02
182,1420186956.521739,-1.033404083e+02
183,1420191304.347826,-1.033186722e+02
