Title:,Trace 1
Model:,N9320B
Serial Number:,CN03230304
Center Frequency:,1420400000.000000,Hz
Span:,2000000.000000,Hz
Resolution Bandwidth:,30000.000000,Hz
Video Bandwidth:,30000.000000,Hz
Reference Level:,-100.000000,dBm
Sweep Time:,1.000000,s
Num Points:,461
Units,Hz,dBm
No.,Frequecncy(Hz),Amplitude(dBm)
184,1420195652.173913,-1.034661484e+02
185,1420200000.000000,-1.035185318e+02
186,1420204347.826087,-1.035477982e+02
187,1420208695.652174,-1.035067825e+02
188,1420213043.478261,-1.035525208e+02
189,1420217391.304348,-1.035936432e+02
190,1420221739.130435,-1.036504669e+02
191,1420226086.956522,-1.037280655e+02
192,1420230434.782609,-1.037110748e+02
193,1420234782.608696,-1.037957077e+02
194,1420239130.434783,-1.037882004e+02
195,1420243478.260870,-1.040478134e+02
196,1420247826.086957,-1.040137482e+02
197,1420252173.913043,-1.040256577e+02
198,1420256521.739130,-1.040878143e+02
199,1420260869.565217,-1.042099686e+02
200,1420265217.391304,-1.042321014e+02
201,1420269565.217391,-1.042917557e+02
202,1420273913.043478,-1.043265152e+02
203,1420278260.869565,-1.043481293e+02
204,1420282608.695652,-1.043406601e+02
205,1420286956.521739,-1.043823395e+02
206,1420291304.347826,-1.044126282e+02
207,1420295652.173913,-1.043299484e+02
208,1420300000.000000,-1.044310532e+02
209,1420304347.826087,-1.044401627e+02
210,1420308695.652174,-1.044296265e+02
211,1420313043.478261,-1.045241470e+02
212,1420317391.304348,-1.045316544e+02
213,1420321739.130435,-1.047201843e+02
214,1420326086.956522,-1.045295868e+02
215,1420330434.782609,-1.046003647e+02
216,1420334782.608696,-1.046677628e+02
217,1420339130.434783,-1.046860580e+02
218,1420343478.260870,-1.045761871e+02
219,1420347826.086957,-1.046861954e+02
220,1420352173.913043,-1.046943893e+02
221,1420356521.739130,-1.046377335e+02
222,1420360869.565217,-1.047477341e+02
223,1420365217.391304,-1.046987686e+02
224,1420369565.217391,-1.046263580e+02
225,1420373913.043478,-1.045834656e+02
226,1420378260.869565,-1.046591034e+02
227,1420382608.695652,-1.046608810e+02
228,1420386956.521739,-1.047490692e+02
229,1420391304.347826,-1.047004089e+02
230,1420395652.173913,-1.046761551e+02
231,1420400000.000000,-1.046426010e+02
232,1420404347.826087,-1.046437531e+02
233,1420408695.652174,-1.044683762e+02
234,1420413043.478261,-1.045748901e+02
235,1420417391.304348,-1.046588516e+02
236,1420421739.130435,-1.046596832e+02
237,1420426086.956522,-1.046353073e+02
238,1420430434.782609,-1.046181183e+02
239,1420434782.608696,-1.046290588e+02
240,1420439130.434783,-1.046143417e+02
241,1420443478.260870,-1.046222153e+02
242,1420447826.086957,-1.046482239e+02
243,1420452173.913043,-1.048142242e+02
244,1420456521.739130,-1.047032166e+02
245,1420460869.565217,-1.047165298e+02
246,1420465217.391304,-1.046493073e+02
247,1420469565.217391,-1.047817688e+02
248,1420473913.043478,-1.047204514e+02
249,1420478260.869565,-1.046675186e+02
250,1420482608.695652,-1.046329956e+02
251,1420486956.521739,-1.046844788e+02
252,1420491304.347826,-1.046379013e+02
253,1420495652.173913,-1.046969757e+02
254,1420500000.000000,-1.046424866e+02
255,1420504347.826087,-1.047055893e+02
256,1420508695.652174,-1.046377106e+02
257,1420513043.478261,-1.046412277e+02
258,1420517391.304348,-1.047357635e+02
259,1420521739.130435,-1.047120514e+02
260,1420526086.956522,-1.047216568e+02
261,1420530434.782609,-1.046685104e+02
262,1420534782.608696,-1.046665649e+02
263,1420539130.434783,-1.046122055e+02
264,1420543478.260870,-1.047464294e+02
265,1420547826.086957,-1.047387924e+02
266,1420552173.913043,-1.047599182e+02
267,1420556521.739130,-1.047694244e+02
268,1420560869.565217,-1.048356094e+02
269,1420565217.391304,-1.047698822e+02
270,1420569565.217391,-1.047609634e+02
271,1420573913.043478,-1.047365494e+02
272,1420578260.869565,-1.046539001e+02
273,1420582608.695652,-1.047012863e+02
274,1420586956.521739,-1.046902695e+02
275,1420591304.347826,-1.047519150e+02
276,1420595652.173913,-1.048691559e+02
277,1420600000.000000,-1.047890472e+02
278,1420604347.826087,-1.048378067e+02
279,1420608695.652174,-1.047761002e+02
280,1420613043.478261,-1.047784424e+02
281,1420617391.304348,-1.048676605e+02
282,1420621739.130435,-1.047890472e+02
