Title:,Trace 1
Model:,N9320B
Serial Number:,CN03230304
184,1420195652.173913,-1.034261322e+02
185,1420200000.000000,-1.033865280e+02
186,1420204347.826087,-1.033254547e+02
187,1420208695.652174,-1.032289734e+02
188,1420213043.478261,-1.032289200e+02
189,1420217391.304348,-1.030517273e+02
190,1420221739.130435,-1.030339203e+02
191,1420226086.956522,-1.030526962e+02
192,1420230434.782609,-1.030171738e+02
193,1420234782.608696,-1.029780121e+02
194,1420239130.434783,-1.030226517e+02
195,1420243478.260870,-1.031286316e+02
196,1420247826.086957,-1.031323853e+02
197,1420252173.913043,-1.032718964e+02
198,1420256521.739130,-1.033281937e+02
199,1420260869.565217,-1.033774109e+02
200,1420265217.391304,-1.034180984e+02
201,1420269565.217391,-1.034859390e+02
202,1420273913.043478,-1.036276245e+02
203,1420278260.869565,-1.036546021e+02
204,1420282608.695652,-1.038501892e+02
205,1420286956.521739,-1.039425964e+02
206,1420291304.347826,-1.040348587e+02
207,1420295652.173913,-1.041974030e+02
208,1420300000.000000,-1.041873932e+02
209,1420304347.826087,-1.042196579e+02
210,1420308695.652174,-1.042776871e+02
211,1420313043.478261,-1.042250595e+02
212,1420317391.304348,-1.043457794e+02
213,1420321739.130435,-1.043965454e+02
214,1420326086.956522,-1.044969177e+02
215,1420330434.782609,-1.044507217e+02
216,1420334782.608696,-1.045117569e+02
217,1420339130.434783,-1.044298553e+02
218,1420343478.260870,-1.044421921e+02
219,1420347826.086957,-1.045094910e+02
220,1420352173.913043,-1.045503082e+02
221,1420356521.739130,-1.045982285e+02
222,1420360869.565217,-1.045582428e+02
223,1420365217.391304,-1.045337601e+02
224,1420369565.217391,-1.045675278e+02
225,1420373913.043478,-1.045582886e+02
226,1420378260.869565,-1.046691437e+02
227,1420382608.695652,-1.045425720e+02
228,1420386956.521739,-1.045730972e+02
229,1420391304.347826,-1.045672073e+02
230,1420395652.173913,-1.046086197e+02
231,1420400000.000000,-1.046307602e+02
232,1420404347.826087,-1.046185608e+02
233,1420408695.652174,-1.045883255e+02
234,1420413043.478261,-1.046034470e+02
235,1420417391.304348,-1.045995636e+02
236,1420421739.130435,-1.045803986e+02
237,1420426086.956522,-1.046423416e+02
238,1420430434.782609,-1.046494827e+02
239,1420434782.608696,-1.045671692e+02
240,1420439130.434783,-1.045636597e+02
241,1420443478.260870,-1.045829697e+02
242,1420447826.086957,-1.046062164e+02
243,1420452173.913043,-1.045768738e+02
244,1420456521.739130,-1.045755768e+02
245,1420460869.565217,-1.045671768e+02
246,1420465217.391304,-1.046282349e+02
247,1420469565.217391,-1.045992126e+02
248,1420473913.043478,-1.045887985e+02
249,1420478260.869565,-1.046031265e+02
250,1420482608.695652,-1.046320724e+02
251,1420486956.521739,-1.047270279e+02
252,1420491304.347826,-1.046958237e+02
253,1420495652.173913,-1.046936646e+02
254,1420500000.000000,-1.046894684e+02
255,1420504347.826087,-1.046940918e+02
256,1420508695.652174,-1.046633301e+02
257,1420513043.478261,-1.045804977e+02
258,1420517391.304348,-1.045637512e+02
259,1420521739.130435,-1.045840836e+02
260,1420526086.956522,-1.046167450e+02
261,1420530434.782609,-1.046173248e+02
262,1420534782.608696,-1.046421204e+02
263,1420539130.434783,-1.046131668e+02
264,1420543478.260870,-1.046419601e+02
265,1420547826.086957,-1.046302185e+02
266,1420552173.913043,-1.046418915e+02
267,1420556521.739130,-1.046307526e+02
268,1420560869.565217,-1.045945816e+02
269,1420565217.391304,-1.046287994e+02
270,1420569565.217391,-1.046225815e+02
271,1420573913.043478,-1.046333160e+02
272,1420578260.869565,-1.045949554e+02
273,1420582608.695652,-1.046442261e+02
274,1420586956.521739,-1.046900482e+02
275,1420591304.347826,-1.046054459e+02
276,1420595652.173913,-1.046392517e+02
277,1420600000.000000,-1.047029800e+02
278,1420604347.826087,-1.047274780e+02
279,1420608695.652174,-1.046655197e+02
280,1420613043.478261,-1.046072922e+02
281,1420617391.304348,-1.047047653e+02
282,1420621739.130435,-1.046877365e+02
283,1420626086.956522,-1.045998535e+02
284,1420630434.782609,-1.045810089e+02
285,1420634782.608696,-1.046774445e+02
286,1420639130.434783,-1.046416092e+02
287,1420643478.260870,-1.047190781e+02
288,1420647826.086957,-1.047202377e+02
289,1420652173.913043,-1.046599274e+02
290,1420656521.739130,-1.047053833e+02
291,1420660869.565217,-1.046486130e+02
292,1420665217.391304,-1.046459885e+02
293,1420669565.217391,-1.046445694e+02
294,1420673913.043478,-1.046355972e+02
295,1420678260.869565,-1.047006531e+02
296,1420682608.695652,-1.047087860e+02
297,1420686956.521739,-1.047131958e+02
298,1420691304.347826,-1.046441498e+02
299,1420695652.173913,-1.046312943e+02
300,1420700000.000000,-1.046949463e+02
301,1420704347.826087,-1.047102509e+02
302,1420708695.652174,-1.047201385e+02
303,1420713043.478261,-1.046512451e+02
304,1420717391.304348,-1.047122574e+02
305,1420721739.130435,-1.046439590e+02
306,1420726086.956522,-1.047128601e+02
307,1420730434.782609,-1.047366104e+02
308,1420734782.608696,-1.047218246e+02
309,1420739130.434783,-1.047596054e+02
310,1420743478.260870,-1.047123795e+02
311,1420747826.086957,-1.047141418e+02
312,1420752173.913043,-1.047430954e+02
313,1420756521.739130,-1.046632996e+02
314,1420760869.565217,-1.047542038e+02
315,1420765217.391304,-1.048033218e+02
316,1420769565.217391,-1.047969131e+02
317,1420773913.043478,-1.047289963e+02
318,1420778260.869565,-1.047087402e+02
319,1420782608.695652,-1.047159805e+02
320,1420786956.521739,-1.048054352e+02
321,1420791304.347826,-1.047620163e+02
322,1420795652.173913,-1.047271652e+02
323,1420800000.000000,-1.047925262e+02
324,1420804347.826087,-1.048113480e+02
325,1420808695.652174,-1.048570251e+02
326,1420813043.478261,-1.047929688e+02
327,1420817391.304348,-1.048500366e+02
328,1420821739.130435,-1.047483521e+02
329,1420826086.956522,-1.048320160e+02
330,1420830434.782609,-1.047576675e+02
331,1420834782.608696,-1.048160019e+02
332,1420839130.434783,-1.048267822e+02
333,1420843478.260870,-1.048219223e+02
334,1420847826.086957,-1.047716217e+02
335,1420852173.913043,-1.047851334e+02
336,1420856521.739130,-1.047863541e+02
337,1420860869.565217,-1.048419800e+02
338,1420865217.391304,-1.047711716e+02
339,1420869565.217391,-1.047314758e+02
340,1420873913.043478,-1.047669601e+02
341,1420878260.869565,-1.048227539e+02
342,1420882608.695652,-1.048031693e+02
343,1420886956.521739,-1.048143311e+02
344,1420891304.347826,-1.047499466e+02
345,1420895652.173913,-1.047852631e+02
346,1420900000.000000,-1.048782654e+02
347,1420904347.826087,-1.047563324e+02
348,1420908695.652174,-1.047659912e+02
349,1420913043.478261,-1.048160706e+02
350,1420917391.304348,-1.048255692e+02
351,1420921739.130435,-1.048003311e+02
352,1420926086.956522,-1.048003693e+02
353,1420930434.782609,-1.047925644e+02
354,1420934782.608696,-1.047667923e+02
355,1420939130.434783,-1.048086395e+02
356,1420943478.260870,-1.048055115e+02
357,1420947826.086957,-1.048343506e+02
358,1420952173.913043,-1.048671494e+02
359,1420956521.739130,-1.048239594e+02
360,1420960869.565217,-1.047962570e+02
361,1420965217.391304,-1.048221817e+02
362,1420969565.217391,-1.048085938e+02
363,1420973913.043478,-1.047668610e+02
364,1420978260.869565,-1.048391571e+02
365,1420982608.695652,-1.047971268e+02
366,1420986956.521739,-1.048296967e+02
367,1420991304.347826,-1.048266830e+02
368,1420995652.173913,-1.048547058e+02
369,1421000000.000000,-1.048543701e+02
370,1421004347.826087,-1.048305893e+02
371,1421008695.652174,-1.047980423e+02
372,1421013043.478261,-1.048015442e+02
373,1421017391.304348,-1.048396072e+02
374,1421021739.130435,-1.048637466e+02
375,1421026086.956522,-1.048881989e+02
376,1421030434.782609,-1.049010239e+02
377,1421034782.608696,-1.048117523e+02
378,1421039130.434783,-1.048120804e+02
379,1421043478.260870,-1.048066025e+02
380,1421047826.086957,-1.048352432e+02
381,1421052173.913043,-1.049086075e+02
382,1421056521.739130,-1.047832718e+02
383,1421060869.565217,-1.048034058e+02
384,1421065217.391304,-1.047839813e+02
385,1421069565.217391,-1.047483139e+02
386,1421073913.043478,-1.048164368e+02
387,1421078260.869565,-1.048291245e+02
388,1421082608.695652,-1.047902832e+02
389,1421086956.521739,-1.048134995e+02
390,1421091304.347826,-1.047958908e+02
391,1421095652.173913,-1.047794571e+02
392,1421100000.000000,-1.048020554e+02
393,1421104347.826087,-1.047632370e+02
394,1421108695.652174,-1.048739700e+02
395,1421113043.478261,-1.049454269e+02
396,1421117391.304348,-1.048513641e+02
397,1421121739.130435,-1.048168335e+02
398,1421126086.956522,-1.048491669e+02
399,1421130434.782609,-1.048868256e+02
400,1421134782.608696,-1.049421234e+02
401,1421139130.434783,-1.048834152e+02
402,1421143478.260870,-1.049254227e+02
403,1421147826.086957,-1.049104996e+02
404,1421152173.913043,-1.048531113e+02
405,1421156521.739130,-1.048596878e+02
406,1421160869.565217,-1.049002151e+02
407,1421165217.391304,-1.048635712e+02
408,1421169565.217391,-1.048191910e+02
409,1421173913.043478,-1.048652878e+02
410,1421178260.869565,-1.048209000e+02
411,1421182608.695652,-1.048979492e+02
412,1421186956.521739,-1.048367691e+02
413,1421191304.347826,-1.048792114e+02
414,1421195652.173913,-1.048365555e+02
415,1421200000.000000,-1.048907166e+02
416,1421204347.826087,-1.049020233e+02
417,1421208695.652174,-1.050176544e+02
418,1421213043.478261,-1.049032898e+02
419,1421217391.304348,-1.049178467e+02
420,1421221739.130435,-1.050194855e+02
421,1421226086.956522,-1.049063187e+02
422,1421230434.782609,-1.049111786e+02
423,1421234782.608696,-1.049686127e+02
424,1421239130.434783,-1.048864517e+02
425,1421243478.260870,-1.048559189e+02
426,1421247826.086957,-1.048736267e+02
427,1421252173.913043,-1.048929214e+02
428,1421256521.739130,-1.049514160e+02
429,1421260869.565217,-1.049552536e+02
430,1421265217.391304,-1.049766083e+02
431,1421269565.217391,-1.048971634e+02
432,1421273913.043478,-1.049241028e+02
433,1421278260.869565,-1.049639664e+02
434,1421282608.695652,-1.049377441e+02
435,1421286956.521739,-1.048085022e+02
436,1421291304.347826,-1.049557037e+02
437,1421295652.173913,-1.049340591e+02
438,1421300000.000000,-1.048949509e+02
439,1421304347.826087,-1.049070358e+02
440,1421308695.652174,-1.049933929e+02
441,1421313043.478261,-1.049552307e+02
442,1421317391.304348,-1.048583755e+02
443,1421321739.130435,-1.049090576e+02
444,1421326086.956522,-1.049734344e+02
445,1421330434.782609,-1.049735260e+02
446,1421334782.608696,-1.049803009e+02
447,1421339130.434783,-1.049806595e+02
448,1421343478.260870,-1.049846802e+02
449,1421347826.086957,-1.050164413e+02
450,1421352173.913043,-1.049810562e+02
451,1421356521.739130,-1.049095840e+02
452,1421360869.565217,-1.048957062e+02
453,1421365217.391304,-1.049488144e+02
454,1421369565.217391,-1.049013290e+02
455,1421373913.043478,-1.049317474e+02
456,1421378260.869565,-1.050167084e+02
457,1421382608.695652,-1.048149033e+02
458,1421386956.521739,-1.049595261e+02
459,1421391304.347826,-1.048745270e+02
460,1421395652.173913,-1.049504471e+02
461,1421400000.000000,-1.049030228e+02
ÿ
